timestamp,datetime,comment-id,author-id,agrees,disagrees,moderated,importance,comment-body
1760045781,Thu Oct 09 2025 21:36:21 GMT+0000 (Coordinated Universal Time),74,0,65,33,1,7,"I’ve actually found AI customer service faster and less frustrating than dealing with humans. It can work well."
1760045781,Thu Oct 09 2025 21:36:21 GMT+0000 (Coordinated Universal Time),75,0,66,20,1,20,"If AI boosts profits, some of that should be taxed to fund a universal basic income."
1760045781,Thu Oct 09 2025 21:36:21 GMT+0000 (Coordinated Universal Time),76,0,98,9,1,20,"AI assistants should always say clearly that they’re not human."
1760045781,Thu Oct 09 2025 21:36:21 GMT+0000 (Coordinated Universal Time),77,0,102,7,1,25,"If a company replaces people with AI, they should at least help those workers retrain or give fair severance."
1760045781,Thu Oct 09 2025 21:36:21 GMT+0000 (Coordinated Universal Time),78,0,67,36,1,22,"With so many jobs being automated, we’ll eventually need universal basic income."
1760045781,Thu Oct 09 2025 21:36:21 GMT+0000 (Coordinated Universal Time),79,0,89,11,1,23,"AI shouldn’t be allowed to take over creative jobs like art, music, or writing — those should stay human."
1760045782,Thu Oct 09 2025 21:36:22 GMT+0000 (Coordinated Universal Time),80,0,73,15,1,15,"Unions need to start negotiating around AI issues, not just wages."
1760045782,Thu Oct 09 2025 21:36:22 GMT+0000 (Coordinated Universal Time),81,0,79,13,1,8,"Office workers who don’t learn AI tools are going to fall behind."
1760045782,Thu Oct 09 2025 21:36:22 GMT+0000 (Coordinated Universal Time),82,0,63,23,1,8,"Honestly, if AI can do the boring paperwork, let it."
1760045782,Thu Oct 09 2025 21:36:22 GMT+0000 (Coordinated Universal Time),83,0,103,3,1,24,"Any big, life-changing decision an AI makes should always involve a human double-check."
1760045782,Thu Oct 09 2025 21:36:22 GMT+0000 (Coordinated Universal Time),84,0,101,7,1,24,"Even if AI tutors get really good, real teachers still need to be the center of education."
1760045782,Thu Oct 09 2025 21:36:22 GMT+0000 (Coordinated Universal Time),85,0,74,16,1,15,"If companies use AI to cut jobs, they should pay more taxes to help the people they replace."
1760045782,Thu Oct 09 2025 21:36:22 GMT+0000 (Coordinated Universal Time),86,0,63,25,1,17,"Governments should slow down AI in sectors where a lot of people could lose jobs."
1760045782,Thu Oct 09 2025 21:36:22 GMT+0000 (Coordinated Universal Time),87,0,60,28,1,6,"In some cases, AI actually takes away the boring tasks and leaves people with more interesting work."
1760045782,Thu Oct 09 2025 21:36:22 GMT+0000 (Coordinated Universal Time),88,0,96,3,1,17,"Workers should be able to challenge performance scores made by an algorithm."
1760045782,Thu Oct 09 2025 21:36:22 GMT+0000 (Coordinated Universal Time),89,0,100,6,1,22,"Employers should tell people if they’re being watched by AI systems."
1760045782,Thu Oct 09 2025 21:36:22 GMT+0000 (Coordinated Universal Time),90,0,50,40,1,7,"Like it or not, only the biggest companies have the money and talent to make AI safe."
1760045782,Thu Oct 09 2025 21:36:22 GMT+0000 (Coordinated Universal Time),91,0,36,51,1,10,"Too much government regulation could slow down important AI progress."
1760045782,Thu Oct 09 2025 21:36:22 GMT+0000 (Coordinated Universal Time),92,0,61,26,1,14,"Schools should teach basic AI skills so no one gets left behind."
1760045782,Thu Oct 09 2025 21:36:22 GMT+0000 (Coordinated Universal Time),93,0,58,26,1,7,"Understanding AI is going to be as basic as knowing how to read or do math."
1760045782,Thu Oct 09 2025 21:36:22 GMT+0000 (Coordinated Universal Time),94,0,69,16,1,9,"Countries struggling with basics like healthcare or food shouldn’t waste money chasing AI."
1760045782,Thu Oct 09 2025 21:36:22 GMT+0000 (Coordinated Universal Time),95,0,105,3,1,17,"AI systems should be checked for bias before anyone releases them to the public."
1760045782,Thu Oct 09 2025 21:36:22 GMT+0000 (Coordinated Universal Time),96,0,51,23,1,16,"We should ban facial recognition in public places — it’s too invasive."
1760045782,Thu Oct 09 2025 21:36:22 GMT+0000 (Coordinated Universal Time),97,0,48,35,1,4,"AI surveillance might actually be necessary to stop terrorism and serious crime."
1760045782,Thu Oct 09 2025 21:36:22 GMT+0000 (Coordinated Universal Time),98,0,76,16,1,13,"Businesses should have to ask before using AI to analyze what customers do."
1760045782,Thu Oct 09 2025 21:36:22 GMT+0000 (Coordinated Universal Time),99,0,94,7,1,16,"When governments use AI to spy, it’s a real threat to democracy."
1760045782,Thu Oct 09 2025 21:36:22 GMT+0000 (Coordinated Universal Time),100,0,39,46,1,10,"Some people think tracking behavior with AI makes society safer, even if it limits freedom a bit."
1760045783,Thu Oct 09 2025 21:36:23 GMT+0000 (Coordinated Universal Time),101,0,96,2,1,17,"People deserve to know when AI is watching or recording them."
1760045783,Thu Oct 09 2025 21:36:23 GMT+0000 (Coordinated Universal Time),102,0,62,32,1,13,"AI-generated stuff shouldn’t have copyright — only humans should."
1760045783,Thu Oct 09 2025 21:36:23 GMT+0000 (Coordinated Universal Time),103,0,110,7,1,29,"Kids should learn basic skills first before using AI to help them learn."
1760045783,Thu Oct 09 2025 21:36:23 GMT+0000 (Coordinated Universal Time),104,0,64,9,1,14,"Platforms should ban AI-made political posts — they’re too risky for democracy."
1760045783,Thu Oct 09 2025 21:36:23 GMT+0000 (Coordinated Universal Time),105,0,94,3,1,21,"If AI uses data to make something, it should credit where that data came from."
1760045783,Thu Oct 09 2025 21:36:23 GMT+0000 (Coordinated Universal Time),106,0,103,4,1,26,"We should spend more effort on making AI safe than just making it more powerful."
1760045783,Thu Oct 09 2025 21:36:23 GMT+0000 (Coordinated Universal Time),107,0,96,16,1,13,"AI should be designed to improve collective well-being, not just fairness for individuals."
1760045783,Thu Oct 09 2025 21:36:23 GMT+0000 (Coordinated Universal Time),108,0,86,18,1,16,"Local communities should be able to say no to AI systems they don’t want nearby."
1760045783,Thu Oct 09 2025 21:36:23 GMT+0000 (Coordinated Universal Time),109,0,61,18,1,9,"AI governance should take Indigenous knowledge seriously — there’s wisdom there that’s being ignored."
1760045783,Thu Oct 09 2025 21:36:23 GMT+0000 (Coordinated Universal Time),110,0,55,42,1,9,"Even with their mistakes, AI-written articles can still be really useful for getting information fast."
1760045783,Thu Oct 09 2025 21:36:23 GMT+0000 (Coordinated Universal Time),111,0,44,42,1,5,"The energy efficiency gains from AI more than make up for the extra energy it takes."
1760045783,Thu Oct 09 2025 21:36:23 GMT+0000 (Coordinated Universal Time),112,0,34,36,1,9,"I think AI will actually end up creating more good-paying jobs than it destroys."
1760045783,Thu Oct 09 2025 21:36:23 GMT+0000 (Coordinated Universal Time),113,0,52,32,1,12,"Any jobs AI replaces now will come back in new forms, like building or monitoring the systems themselves."
1760045783,Thu Oct 09 2025 21:36:23 GMT+0000 (Coordinated Universal Time),114,0,65,28,1,14,"No matter how advanced AI gets, it’ll never really match human creativity."
1760045783,Thu Oct 09 2025 21:36:23 GMT+0000 (Coordinated Universal Time),115,0,68,23,1,8,"People working together with AI usually get better results than either could alone."
1760045783,Thu Oct 09 2025 21:36:23 GMT+0000 (Coordinated Universal Time),116,0,63,27,1,4,"Sometimes AI systems can be fairer at promotions than biased human bosses."
1760045783,Thu Oct 09 2025 21:36:23 GMT+0000 (Coordinated Universal Time),117,0,50,23,1,12,"In some areas, AI is already diagnosing diseases more accurately than doctors."
1760045783,Thu Oct 09 2025 21:36:23 GMT+0000 (Coordinated Universal Time),118,0,77,26,1,14,"Real human art might actually become more valuable once AI floods the market with cheap imitations."
1760045783,Thu Oct 09 2025 21:36:23 GMT+0000 (Coordinated Universal Time),119,0,34,56,1,10,"Someday, AI musicians and actors might actually outperform humans on both skill and creativity."
1760045784,Thu Oct 09 2025 21:36:24 GMT+0000 (Coordinated Universal Time),120,0,52,47,1,9,"The whole “AI will wipe out humanity” idea feels way overblown."
1760045784,Thu Oct 09 2025 21:36:24 GMT+0000 (Coordinated Universal Time),121,0,56,34,1,6,"Worrying about AI apocalypse stuff just distracts from real problems like bias and misuse."
1760045784,Thu Oct 09 2025 21:36:24 GMT+0000 (Coordinated Universal Time),122,0,40,52,1,8,"AI isn’t more dangerous than the industrial revolution or the internet, it’s just the next big step."
1760045784,Thu Oct 09 2025 21:36:24 GMT+0000 (Coordinated Universal Time),123,0,78,36,1,10,"Honestly, AI writing tools already do a better job than a lot of people."
1760045784,Thu Oct 09 2025 21:36:24 GMT+0000 (Coordinated Universal Time),124,0,24,37,1,3,"If we used more nuclear power, AI’s energy demands wouldn’t be a problem at all."
1760045784,Thu Oct 09 2025 21:36:24 GMT+0000 (Coordinated Universal Time),125,0,28,55,1,9,"Data centers actually bring in more jobs and money than the energy they use costs."
1760045784,Thu Oct 09 2025 21:36:24 GMT+0000 (Coordinated Universal Time),126,0,38,50,1,8,"Using AI in hiring can help reduce wage gaps since it focuses more on data than bias."
1760045784,Thu Oct 09 2025 21:36:24 GMT+0000 (Coordinated Universal Time),127,0,55,22,1,3,"AI startups are fueling growth faster than most old-school industries ever did."
1760045784,Thu Oct 09 2025 21:36:24 GMT+0000 (Coordinated Universal Time),128,0,57,31,1,7,"With AI tools, even small businesses can now compete with big corporations."
1760045784,Thu Oct 09 2025 21:36:24 GMT+0000 (Coordinated Universal Time),129,0,48,27,1,4,"AI is making it easier than ever for people to start their own companies."
1760045784,Thu Oct 09 2025 21:36:24 GMT+0000 (Coordinated Universal Time),130,0,105,4,1,16,"AI might be great with data, but it still lacks the human judgment real leaders need."
1760045784,Thu Oct 09 2025 21:36:24 GMT+0000 (Coordinated Universal Time),131,0,63,21,1,13,"I think creative jobs are at higher risk from AI than technical ones like engineering."
1760045784,Thu Oct 09 2025 21:36:24 GMT+0000 (Coordinated Universal Time),132,0,51,44,1,6,"Once AI gets good enough at reading case law, most legal research jobs will disappear."
1760045784,Thu Oct 09 2025 21:36:24 GMT+0000 (Coordinated Universal Time),133,0,66,16,1,11,"Having an AI certification might soon matter more than years of work experience."
1760045784,Thu Oct 09 2025 21:36:24 GMT+0000 (Coordinated Universal Time),134,0,48,47,1,7,"AI can teach people new skills faster than any human teacher could."
1760045784,Thu Oct 09 2025 21:36:24 GMT+0000 (Coordinated Universal Time),135,0,44,48,1,7,"AI is great at capturing the kind of expert intuition people can’t always explain."
1760045784,Thu Oct 09 2025 21:36:24 GMT+0000 (Coordinated Universal Time),136,0,74,30,1,15,"AI-based scheduling could actually make work-life balance better by optimizing shifts."
1760045784,Thu Oct 09 2025 21:36:24 GMT+0000 (Coordinated Universal Time),137,0,40,34,1,12,"AI managers can be more objective than humans when it comes to judging performance."
1760045784,Thu Oct 09 2025 21:36:24 GMT+0000 (Coordinated Universal Time),138,0,35,59,1,8,"Splitting up big tech companies would only hurt America’s ability to compete in AI."
1760045785,Thu Oct 09 2025 21:36:25 GMT+0000 (Coordinated Universal Time),139,0,57,38,1,8,"Most AI regulations just end up helping the big players and hurting startups."
1760045785,Thu Oct 09 2025 21:36:25 GMT+0000 (Coordinated Universal Time),140,0,64,28,1,10,"Whoever gets ahead in AI first is going to dominate the global economy for decades."
1760045785,Thu Oct 09 2025 21:36:25 GMT+0000 (Coordinated Universal Time),141,0,61,31,1,12,"It’s probably just a matter of time before advanced AI surpasses humans across the board."
1760072035,Fri Oct 10 2025 04:53:55 GMT+0000 (Coordinated Universal Time),142,2,91,27,1,19,"Our highest priority concerns with respect to AI over the next 10 yeas is on control so it doesn't get out of hand and takes control."
1760072308,Fri Oct 10 2025 04:58:28 GMT+0000 (Coordinated Universal Time),144,3,3,0,-1,0,"I agree.  Anything AI should clearly state it.  This helps society know they are not seeing/reading reality."
1760072212,Fri Oct 10 2025 04:56:52 GMT+0000 (Coordinated Universal Time),143,3,2,1,-1,0,"I agree with this 100%.  So many people believe what they see on social media, that a lie could be very convincing and do a lot of harm."
1760072475,Fri Oct 10 2025 05:01:15 GMT+0000 (Coordinated Universal Time),146,3,48,33,1,5,"Many times AI can read more clearly and without bias."
1760073561,Fri Oct 10 2025 05:19:21 GMT+0000 (Coordinated Universal Time),151,6,60,16,1,17,"AI data centers will significantly increase land and real estate prices, as well as water rates."
1760073662,Fri Oct 10 2025 05:21:02 GMT+0000 (Coordinated Universal Time),153,6,53,36,1,9,"Personal relationships with AI will be normalized within 10 years."
1760073651,Fri Oct 10 2025 05:20:51 GMT+0000 (Coordinated Universal Time),152,5,79,11,1,22,"I think that AI will replace a lot of humans and jobs that they need in order to survive"
1760073734,Fri Oct 10 2025 05:22:14 GMT+0000 (Coordinated Universal Time),154,7,83,10,1,6,"it will cause some people to lose jobs, but it could actually benefit jobs in some industries."
1760073213,Fri Oct 10 2025 05:13:33 GMT+0000 (Coordinated Universal Time),150,4,87,14,1,18,"AI's inability to differentiate between good data and bad data causes it to spread misinformation."
1760073187,Fri Oct 10 2025 05:13:07 GMT+0000 (Coordinated Universal Time),149,4,48,22,1,10,"The AI financial bubble has the potential to be worse than the dotcom bubble or 2008 housing crash."
1760073901,Fri Oct 10 2025 05:25:01 GMT+0000 (Coordinated Universal Time),156,6,87,9,1,19,"The publishing industry should be required to add disclaimers on the cover of all books that are written with AI."
1760072381,Fri Oct 10 2025 04:59:41 GMT+0000 (Coordinated Universal Time),145,3,112,9,1,13,"We will always need real teachers.  They can read more nuance into the needs of the students."
1760072562,Fri Oct 10 2025 05:02:42 GMT+0000 (Coordinated Universal Time),147,3,40,14,1,4,"If a human directs the AI, then the human can be part of the copyright."
1760072793,Fri Oct 10 2025 05:06:33 GMT+0000 (Coordinated Universal Time),148,3,55,24,1,10,"I think AI is a great tool for diagnosing illness."
1760073985,Fri Oct 10 2025 05:26:25 GMT+0000 (Coordinated Universal Time),157,7,42,48,1,6,"ai could cause some job loss for drivers, but it doesn't outweigh the benefit of self-driving cars."
1760073804,Fri Oct 10 2025 05:23:24 GMT+0000 (Coordinated Universal Time),155,8,1,0,-1,0,"That is so true. Automation is taking over"
1760074053,Fri Oct 10 2025 05:27:33 GMT+0000 (Coordinated Universal Time),158,8,104,18,1,26,"Many skilled people will lose their jobs through automation."
1760074848,Fri Oct 10 2025 05:40:48 GMT+0000 (Coordinated Universal Time),159,9,82,11,1,26,"My biggest concern about Artificial Intelligence is the effect of employment it will bring to people. People will lose their jobs due to AI."
1760074946,Fri Oct 10 2025 05:42:26 GMT+0000 (Coordinated Universal Time),161,11,70,14,1,16,"AI opens the floodgates to expose people's private information when it is used in LLM training unknowingly to people who are providing it."
1760074958,Fri Oct 10 2025 05:42:38 GMT+0000 (Coordinated Universal Time),162,9,74,11,1,9,"AI will cause unemployment"
1760074895,Fri Oct 10 2025 05:41:35 GMT+0000 (Coordinated Universal Time),160,9,1,0,-1,0,"My other concern is about the security of AI"
1760081476,Fri Oct 10 2025 07:31:16 GMT+0000 (Coordinated Universal Time),164,13,1,0,-1,0,"AI is good at summarizing long text into concise points, so I agree that it can be a good teacher."
1760081551,Fri Oct 10 2025 07:32:31 GMT+0000 (Coordinated Universal Time),165,13,79,21,1,20,"I don't support AI art or novels. Artists and writers work hard to hone their craft, and AI just steals it."
1760076920,Fri Oct 10 2025 06:15:20 GMT+0000 (Coordinated Universal Time),163,12,2,0,-1,0,"Competition and decentralization often increase innovation, improve safety oversight, and reduce concentration of power."
